Rotation ID,Schools,Sites,Program,Experience,Student Count,Student Slots,Students,Start Date,End Date,Shift Start,Shift End,Total Hours per Person,Days of the Week,Faculty Name,Preceptor Name,Rotation Type,Course,Unit,Status,Cleaned Status,Year,Cohort,School_Cleaned,School Avg Hour per Person
375225,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"10916, 10917, 10918, 10919, 10900, 10920, 10921, 10922",9/9/23,10/28/23,7:00:00,15:00:00,48,Sat,ID Missing,No Preceptor Assigned,Fundamentals,NR 226 - Fundamentals - Patient Care,4W,Archived (Completed),Completed,2023,Fall 2023,Chamberlain College of Nursing - Georgia,77.66
375393,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,6,6,"10923, 10924, 10152, 10925, 10734, 10151",9/8/23,10/27/23,7:00:00,15:00:00,48,Fri,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NR 326 - Mental Health Nursing,Behavioral Health (acute) - 1800,Archived (Completed),Completed,2023,Fall 2023,Chamberlain College of Nursing - Georgia,77.66
375414,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Cohort Rotation,6,6,"10928, 10929, 10863, 10930, 10117, 10931",11/3/23,12/15/23,7:00:00,15:00:00,48,Fri,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NR 326 - Mental Health Nursing,Behavioral Health (acute) - 1800,Archived (Completed),Completed,2023,Fall 2023,Chamberlain College of Nursing - Georgia,77.66
375428,Chamberlain College of Nursing - Georgia,Emory University Hospital At Wesley Woods,Nursing,Cohort Rotation,6,6,"10059, 10932, 10933, 10934, 10124, 10125",11/3/23,12/15/23,7:00:00,15:00:00,48,Fri,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NR 326 - Mental Health Nursing,Inpatient Psych,Archived (Completed),Completed,2023,Fall 2023,Chamberlain College of Nursing - Georgia,77.66
375452,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,8,8,"10855, 10163, 10164, 10166, 10856, 10857, 10858, 10859",9/7/23,10/26/23,7:00:00,19:00:00,96,Thu,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 325 - Adult Health II,22: Med/Surg,Archived (Completed),Completed,2023,Fall 2023,Chamberlain College of Nursing - Georgia,77.66
375453,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,8,8,"10935, 10936, 10937, 10938, 10939, 10940, 10941, 10942",10/31/23,12/19/23,7:00:00,19:00:00,96,Tue,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 324 - Adult Health I,22: Med/Surg,Archived (Completed),Completed,2023,Fall 2023,Chamberlain College of Nursing - Georgia,77.66
375454,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,0,8,No Students Assigned,11/2/23,12/14/23,7:00:00,19:00:00,96,Thu,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NR 324 - Adult Health I,22: Med/Surg,Archived (Completed),Completed,2023,Fall 2023,Chamberlain College of Nursing - Georgia,77.66
375985,Georgia State University - Perimeter College,Emory Long Term Acute Care Hospital,Nursing,Cohort Rotation,6,6,"10945, 10219, 10946, 10947, 10948, 10949",9/29/23,11/17/23,7:00:00,19:00:00,96,Fri,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NURS 1930 - Intermediate Concepts of Nursing,LTAC,Archived (Completed),Completed,2023,Fall 2023,Georgia State University,59.16
382320,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,6,6,"10289, 10429, 10439, 10451, 10464, 10308",5/16/23,6/20/23,7:00:00,19:00:00,60,Tue,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Maternity,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
382324,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,6,6,"10292, 10446, 10421, 10290, 10291, 10316",5/17/23,6/21/23,7:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Maternity,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
382326,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,6,6,"10467, 10343, 10475, 10311, 10483, 10973",5/20/23,6/24/23,7:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Maternity,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
382329,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,4,6,"10447, 10332, 10279, 10281",5/16/23,6/20/23,7:00:00,19:00:00,60,Tue,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
382330,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,6,6,"10283, 10342, 10288, 10436, 10295, 10335",5/17/23,6/21/23,7:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
382343,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Cohort Rotation,6,6,"10473, 10341, 10474, 10472, 10470, 10423",5/16/23,6/20/23,7:00:00,19:00:00,60,Tue,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,"Maternity: M/B, L&D, NICU",Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
382347,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Cohort Rotation,6,6,"10441, 10457, 10460, 10438, 10440, 10435",5/17/23,6/21/23,7:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,"Maternity: M/B, L&D, NICU",Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
382519,Kennesaw State University - Nursing,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,4,8,"10974, 10975, 10976, 10977",6/15/23,7/21/23,7:00:00,15:00:00,96,"Thu, Fri",ID Missing,No Preceptor Assigned,MedSurg - Acute Care,3313 - Adult Health,4S,Archived (Completed),Completed,2023,Spring 2023,Kennesaw State University,57.17
382529,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"10978, 10070, 10979, 10980, 10071, 10981, 10982, 10983",9/7/23,12/14/23,7:00:00,19:00:00,132,Thu,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NUR 408 - High Acuity Adult,6W pulmonary thoracic,Archived (Completed),Completed,2023,Fall 2023,Mercer University,65.3
382564,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory University Hospital Midtown,Nursing,Cohort Rotation,4,8,"10984, 10067, 10985, 10986",9/1/23,9/22/23,7:00:00,19:00:00,40,Fri,ID Missing,No Preceptor Assigned,Perinatal - OB,NUR 407 - Care of the Childbearing Family,42/54: Mother/Baby,Archived (Completed),Completed,2023,Fall 2023,Mercer University,65.3
382565,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory University Hospital Midtown,Nursing,Cohort Rotation,4,8,"10987, 10988, 10989, 10990",9/29/23,10/20/23,7:00:00,19:00:00,40,Fri,ID Missing,No Preceptor Assigned,Perinatal - OB,NUR 407 - Care of the Childbearing Family,42/54: Mother/Baby,Archived (Completed),Completed,2023,Fall 2023,Mercer University,65.3
382566,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory University Hospital Midtown,Nursing,Cohort Rotation,4,8,"10991, 10072, 10992, 10993",10/27/23,12/8/23,7:00:00,19:00:00,40,Fri,ID Missing,No Preceptor Assigned,Perinatal - OB,NUR 407 - Care of the Childbearing Family,42/54: Mother/Baby,Archived (Completed),Completed,2023,Fall 2023,Mercer University,65.3
383360,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,6,8,"10994, 10995, 10996, 10997, 10998, 10999",6/15/23,7/27/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,Cardiac Telemetry - 2400,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383361,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,8,8,"11000, 11001, 11002, 11003, 11004, 11005, 11006, 11007",6/15/23,7/27/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,Surgical Oncology - 4200,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383362,Emory University - SON Pre-licensure,Emory Hillandale Hospital,Nursing,Cohort Rotation,8,8,"11008, 11009, 11010, 11011, 11012, 11013, 11014, 11015",6/15/23,7/27/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,4th floor - telemetry,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383363,Emory University - SON Pre-licensure,Emory Hillandale Hospital,Nursing,Cohort Rotation,8,8,"11016, 11017, 11018, 11019, 11020, 11021, 11022, 11023",6/15/23,7/27/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,3rd floor - med surg,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383365,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Cohort Rotation,5,8,"11024, 11025, 11026, 11027, 11028",6/15/23,7/27/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,6W oncology,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383367,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"11029, 11030, 11031, 11032, 11033, 11034, 11035, 11036",6/15/23,7/27/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,4E,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383368,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,8,8,"11037, 11038, 11039, 11040, 11041, 11042, 11043, 11044",6/15/23,7/27/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,7T: Surgical,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383369,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,6/16/23,7/27/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,9E: Neuroscience,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383371,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,8,8,"11045, 11046, 11047, 11048, 11049, 11050, 11051, 11052",6/15/23,7/27/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,6G: Medical,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383372,Emory University - SON Pre-licensure,Emory University Orthopaedics and Spine Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,6/15/23,7/27/23,7:00:00,19:00:00,8,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,2-4 floors: Orthopaedics,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383373,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,8,8,"11053, 11054, 11055, 11056, 11057, 11058, 11059, 11060",6/15/23,7/27/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,21: General Surgery,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383375,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,8,8,"11061, 10106, 11062, 11063, 11064, 11065, 11066, 11067",6/16/23,7/28/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,Cardiac Telemetry - 2400,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383376,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,8,8,"11068, 11069, 11070, 11071, 11072, 11073, 11074, 11075",6/16/23,7/28/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,Stroke Telemetry - 4400,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383377,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Cohort Rotation,8,8,"11076, 11077, 11078, 11079, 11080, 11081, 11082, 11083",6/16/23,7/28/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,6W oncology,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383379,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"11084, 11085, 11086, 11087, 11088, 11089, 11090, 11091",6/16/23,7/28/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,4E,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383382,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"11092, 11093, 11094, 11095, 11096, 11097, 11098, 11099",6/16/23,7/28/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,6E,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383384,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,8,8,"11100, 11101, 11102, 11103, 11104, 11105, 11106, 11107",6/16/23,7/28/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,6T: Transplant,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383387,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,8,8,"11108, 11109, 11110, 11111, 11112, 11113, 11114, 11115",6/16/23,7/28/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,7T: Surgical,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383389,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,6/16/23,7/28/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,9E: Neuroscience,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383390,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,0,8,No Students Assigned,6/16/23,7/28/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,31: Ortho/Neuro,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383391,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,8,8,"11116, 11117, 11118, 11119, 11120, 11121, 11122, 11123",6/16/23,7/28/23,7:00:00,19:00:00,60,Fri,ID Missing,No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,6G: Medical,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383392,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,7,8,"11124, 11125, 11126, 11127, 11128, 11129, 11130",6/16/23,7/28/23,7:00:00,19:00:00,60,Fri,"ID Missing, ID Missing",No Preceptor Assigned,Fundamentals,527 MN - Foundation of Nursing Practice,21: General Surgery,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383394,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,6,8,"10398, 10364, 10420, 10367, 10376, 10363",5/18/23,8/3/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 Practicum - Adult and Geriatric Practicum,3S,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383404,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,6,8,"10381, 10415, 10405, 10390, 10395, 10391",5/18/23,8/3/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 - Adult and Geriatric Practicum,6T: Transplant,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383412,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,6,8,"10357, 10401, 10413, 10416, 10417, 10358",5/18/23,8/3/23,7:00:00,19:00:00,60,Thu,"ID Missing, ID Missing",No Preceptor Assigned,Other (see comments),NRSG 391 - Adult and Geriatric Practicum,3G: Neurosciences,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383414,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,6,8,"10370, 10371, 10365, 10399, 10389, 11131",5/18/23,8/3/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 - Adult and Geriatric Practicum,31: Ortho/Neuro,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383416,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,6,8,"10368, 10377, 10396, 10400, 10353, 10361",5/18/23,8/3/23,7:00:00,19:00:00,60,Thu,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 - Adult and Geriatric Practicum,3W,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383418,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,6,8,"10404, 10386, 10403, 10402, 10412, 10414",5/13/23,8/5/23,7:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 - Adult and Geriatric Practicum,3W,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383419,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,6,8,"10380, 10362, 10383, 10385, 10360, 10359",5/13/23,8/5/23,7:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 - Adult and Geriatric Practicum,7T: Surgical,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383420,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,5,8,"10397, 10375, 10408, 10373, 10392",5/13/23,8/5/23,7:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 - Adult and Geriatric Practicum,41: Med Cardiology,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383426,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,4,8,"10535, 10534, 10536, 11132",5/13/23,8/5/23,7:00:00,19:00:00,60,Sat,"ID Missing, ID Missing",No Preceptor Assigned,Other (see comments),NRSG 391 - Adult and Geriatric Practicum,72: Med/Surg,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383429,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,4,8,"10394, 10366, 10379, 10387",5/13/23,8/5/23,7:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 - Adult and Geriatric Practicum,6W,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
383437,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,5/13/23,8/5/23,7:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 - Adult and Geriatric Practicum,3G: Neurosciences,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
384417,Georgia Baptist College of Nursing of Mercer University - Undergraduate Nursing,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,7,8,"11133, 11134, 11135, 11136, 11137, 11138, 11139",10/24/23,12/12/23,7:00:00,13:00:00,36,Tue,ID Missing,No Preceptor Assigned,Fundamentals,NUR 313 - Fundamentals,6W pulmonary thoracic,Archived (Completed),Completed,2023,Fall 2023,Mercer University,65.3
384657,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,4,6,"10306, 10484, 10476, 10285",6/27/23,8/1/23,7:00:00,19:00:00,60,Tue,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Maternity,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
384658,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,6,6,"10331, 10434, 10479, 10422, 10454, 10477",6/28/23,8/2/23,7:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Maternity,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
384659,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,3,6,"10307, 10471, 10340",7/1/23,8/5/23,7:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Maternity,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
384661,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,6,6,"10478, 10428, 10469, 10482, 10458, 10445",6/27/23,8/1/23,7:00:00,19:00:00,60,Tue,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
384662,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,4,6,"10273, 10455, 10465, 10278",6/28/23,8/2/23,7:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
384664,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Cohort Rotation,5,6,"10327, 10462, 10323, 10333, 10325",6/27/23,8/1/23,7:00:00,19:00:00,60,Tue,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,"Maternity: M/B, L&D, NICU",Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
384665,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Cohort Rotation,5,6,"10277, 10322, 10317, 10324, 10336",6/28/23,8/2/23,7:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,"Maternity: M/B, L&D, NICU",Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
384852,Emory University - SON Pre-licensure,Emory University Hospital at Wesley Woods,Nursing,Cohort Rotation,8,8,"10406, 10378, 10409, 10405, 10286, 11140, 10420, 11131",5/22/23,5/29/23,7:00:00,19:00:00,24,Mon,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NRSG 393 - Mental Health Practicum,Inpatient Psych,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
384855,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,6,6,"10381, 10415, 10411, 10391, 10390, 10395",5/22/23,5/29/23,7:00:00,19:00:00,24,Mon,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NRSG 393 - Mental Health Practicum,Behavioral Health (acute) - 1800,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
384859,Emory University - SON Pre-licensure,Emory University Hospital at Wesley Woods,Nursing,Cohort Rotation,8,8,"10397, 10375, 10408, 10373, 10392, 10286, 11140, 11131",6/5/23,6/12/23,7:00:00,19:00:00,24,Mon,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NRSG 393 - Mental Health Practicum,Inpatient Psych,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
384862,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,6,6,"10404, 10386, 10403, 10402, 10412, 10414",5/24/23,5/31/23,7:00:00,19:00:00,24,Wed,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NRSG 393 Practicum - Mental Health Practicum,Behavioral Health (acute) - 1800,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
384866,Emory University - SON Pre-licensure,Emory University Hospital at Wesley Woods,Nursing,Cohort Rotation,6,6,"10359, 10398, 10364, 10367, 10376, 10361",6/7/23,6/14/23,7:00:00,19:00:00,24,Wed,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NRSG 393 - Mental Health Practicum,Inpatient Psych,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
384869,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,4,6,"10394, 10366, 10379, 10387",6/7/23,6/14/23,7:00:00,19:00:00,24,Wed,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NRSG 393 - Mental Health Practicum,Behavioral Health (acute) - 1800,Archived (Completed),Completed,2023,Spring 2023,Emory University,60.77
384875,Emory University - SON Pre-licensure,Emory University Hospital at Wesley Woods,Nursing,Cohort Rotation,5,6,"10370, 10371, 10365, 10389, 10399",7/3/23,7/10/23,7:00:00,19:00:00,24,Mon,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NRSG 393 Practicum - Mental Health Practicum,Inpatient Psych,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
384876,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,6,6,"10357, 10401, 10413, 10416, 10417, 10358",7/3/23,7/10/23,7:00:00,19:00:00,24,Mon,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NRSG 393 - Mental Health Practicum,Behavioral Health (acute) - 1800,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
384878,Emory University - SON Pre-licensure,Emory University Hospital at Wesley Woods,Nursing,Cohort Rotation,6,6,"10368, 10419, 10377, 10400, 10353, 10396",7/17/23,7/24/23,7:00:00,19:00:00,6,Wed,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NRSG 393 - Mental Health Practicum,Inpatient Psych,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
384879,Emory University - SON Pre-licensure,Emory University Hospital at Wesley Woods,Nursing,Cohort Rotation,5,8,"10356, 10354, 10410, 10369, 10355",7/19/23,7/26/23,7:00:00,19:00:00,24,Wed,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NRSG 393 - Mental Health Practicum,Inpatient Psych,Archived (Completed),Completed,2023,Fall 2023,Emory University,60.77
