Rotation ID,Schools,Sites,Program,Experience,Student Count,Student Slots,Students,Start Date,End Date,Shift Start,Shift End,Total Hours per Person,Days of the Week,Faculty Name,Preceptor Name,Rotation Type,Course,Unit,Status,Cleaned Status,Year,Cohort,Cohort_ID
359351,Emory University - SON Pre-licensure,Emory University Hospital at Wesley Woods,Nursing,Cohort Rotation,9,10,"10581, 10582, 10583, 10584, 10585, 10586, 10587, 10588, 10589",2023-03-25,2023-04-29,07:00:00,19:00:00,60,Sat,"ID Missing, ID Missing, ID Missing",No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NRSG 393 Practicum - Mental Health Practicum,-no preference-,Archived (Completed),Completed,2023,Spring 2023,269
359353,Georgia State University - SON - Undergraduate,Emory Decatur Hospital,Nursing,Cohort Rotation,5,8,"10590, 10591, 10592, 10593, 10594",2023-01-14,2023-02-25,06:30:00,19:00:00,12,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NURS 3510 - Med Surg,-no preference-,Archived (Completed),Completed,2023,Spring 2023,440
359354,Georgia State University - SON - Undergraduate,Emory Decatur Hospital,Nursing,Cohort Rotation,6,8,"10595, 10596, 10597, 10598, 10599, 10600",2023-03-04,2023-04-22,06:30:00,19:00:00,12,Sat,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,NURS 3510 - Med Surg,-no preference-,Archived (Completed),Completed,2023,Spring 2023,444
359635,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,7,8,"10601, 10602, 10603, 10604, 10605, 10606, 10607",2023-03-22,2023-05-03,07:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 Practicum - Adult and Geriatric Practicum,6T: Transplant,Archived (Completed),Completed,2023,Spring 2023,268
359638,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"10608, 10609, 10610, 10611, 10612, 10613, 10614, 10615",2023-03-22,2023-05-03,07:00:00,19:00:00,8,Wed,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 Practicum - Adult and Geriatric Practicum,4W,Archived (Completed),Completed,2023,Spring 2023,268
359640,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,8,8,"10616, 10617, 10618, 10619, 10620, 10621, 10622, 10623",2023-03-22,2023-05-03,07:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 Practicum - Adult and Geriatric Practicum,21: General Surgery,Archived (Completed),Completed,2023,Spring 2023,268
359641,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,6,8,"10565, 10624, 10567, 10625, 10626, 10627",2023-01-10,2023-02-28,07:00:00,19:00:00,60,Tue,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,42/54: Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,244
359643,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,6,6,"10628, 10568, 10569, 10629, 10630, 10631",2023-01-10,2023-02-28,07:00:00,19:00:00,60,Tue,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,244
359645,Emory University - SON,Emory Johns Creek Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-01-10,2023-02-28,00:00:00,23:59:00,60,Tue,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,"Maternity: M/B, L&D, NICU",Archived (Denied),Denied,2023,Spring 2023,211
359649,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,5,8,"10632, 10633, 10634, 10635, 10636",2023-01-11,2023-02-22,07:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,42/54: Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,246
359650,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,6,6,"10637, 10563, 10638, 10571, 10572, 10639",2023-01-10,2023-03-01,07:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 392 Practicum - Maternity Practicum,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,245
359652,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Cohort Rotation,6,6,"10640, 10641, 10588, 10642, 10643, 10577",2023-01-11,2023-02-22,07:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,"Maternity: M/B, L&D, NICU",Archived (Completed),Completed,2023,Spring 2023,246
359656,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,6,6,"10566, 10644, 10570, 10645, 10646, 10647",2023-01-14,2023-03-04,07:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,42/54: Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,247
359657,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,5,6,"10648, 10649, 10573, 10587, 10650",2023-01-14,2023-03-04,07:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,247
359660,Emory University - SON,Emory Johns Creek Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-01-14,2023-03-04,07:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,"Maternity: M/B, L&D, NICU",Archived (Denied),Denied,2023,Spring 2023,212
359662,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,6,8,"10537, 10547, 10651, 10652, 10545, 10550",2023-03-14,2023-04-25,07:00:00,19:00:00,60,Tue,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,42/54: Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,257
359665,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,6,6,"10548, 10549, 10653, 10654, 10655, 10656",2023-03-14,2023-04-25,07:00:00,19:00:00,60,Tue,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,257
359667,Emory University - SON,Emory Johns Creek Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-03-14,2023-04-25,07:00:00,19:00:00,60,Tue,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,"Maternity: M/B, L&D, NICU",Archived (Denied),Denied,2023,Spring 2023,217
359669,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,6,8,"10657, 10658, 10554, 10659, 10558, 10559",2023-03-15,2023-04-26,00:00:00,23:59:00,60,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,42/54: Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,258
359671,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,6,6,"10286, 10555, 10660, 10661, 10662, 10663",2023-03-15,2023-04-26,07:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,258
359673,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Cohort Rotation,6,6,"10664, 10665, 10542, 10540, 10666, 10667",2023-03-15,2023-04-26,07:00:00,19:00:00,60,Wed,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,"Maternity: M/B, L&D, NICU",Archived (Completed),Completed,2023,Spring 2023,258
359678,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Cohort Rotation,5,8,"10668, 10669, 10670, 10671, 10672",2023-03-18,2023-04-29,07:00:00,19:00:00,60,Sat,"ID Missing, ID Missing, ID Missing, ID Missing, ID Missing",No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,42/54: Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,263
359681,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,5,6,"10673, 10674, 10556, 10551, 10560",2023-03-18,2023-04-22,07:00:00,19:00:00,60,Sat,"ID Missing, ID Missing, ID Missing, ID Missing, ID Missing",No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,262
359686,Emory University - SON,Emory Johns Creek Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,2023-03-18,2023-04-22,07:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Perinatal - OB,NRSG 392 Practicum - Maternity Practicum,"Maternity: M/B, L&D, NICU",Archived (Denied),Denied,2023,Spring 2023,218
359810,Kennesaw State University - Nursing,"Emory Offsite locations - The Emory Clinic, Ambulatory Surgery Centers and the Emory Specialty Assocs",Nursing,Precepted Rotation,1,1,10675,2023-01-11,2023-02-16,00:00:00,23:59:00,96,"Thu, Fri",ID Missing,No Preceptor Assigned,Community,4412 - Community Health,Other (see comments),Archived (Completed),Completed,2023,Spring 2023,481
359813,Kennesaw State University - Nursing,"Emory Offsite locations - The Emory Clinic, Ambulatory Surgery Centers and the Emory Specialty Assocs",Nursing,Precepted Rotation,1,1,10676,2023-03-15,2023-04-20,00:00:00,23:59:00,96,"Thu, Fri",ID Missing,No Preceptor Assigned,Community,4412 - Community Health,Other (see comments),Archived (Completed),Completed,2023,Spring 2023,484
360627,Emory University - SON,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-01-21,2023-03-04,07:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 Practicum - Adult and Geriatric Practicum,5W,Archived (Withdrawn),Withdrawn,2023,Spring 2023,216
360628,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-03-25,2023-05-06,07:00:00,19:00:00,60,Sat,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 Practicum - Adult and Geriatric Practicum,5W,Archived (Completed),Completed,2023,Spring 2023,270
360681,Indiana State University - Online LPN to BSN Track,Emory University Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,2023-01-16,2023-04-28,00:00:00,23:59:00,82,,2002,ID Missing,MedSurg - Acute Care,NURS 324 - Nursing Care of the Adult II,7E: Medical,Archived (Denied),Denied,2023,Spring 2023,479
362994,Chamberlain College of Nursing - Georgia,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-03-11,2023-04-29,07:00:00,19:00:00,48,Sat,ID Missing,No Preceptor Assigned,Critical/Intensive Care,NR 324 - Adult Health I,3SW,Archived (Denied),Denied,2023,Spring 2023,83
362995,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Cohort Rotation,0,8,No Students Assigned,2023-03-11,2023-04-29,07:00:00,19:00:00,48,Sat,ID Missing,No Preceptor Assigned,Critical/Intensive Care,NR 324 - Adult Health I,22: Med/Surg,Archived (Denied),Denied,2023,Spring 2023,83
363323,Emory University - SON Pre-licensure,Emory University Hospital at Wesley Woods,Nursing,Precepted Rotation,1,1,10677,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",2003,3001,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Inpatient Psych,Archived (Completed),Completed,2023,Spring 2023,242
363324,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,1,1,10678,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ED: emergency,Archived (Completed),Completed,2023,Spring 2023,242
363327,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,1,1,10679,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ED: emergency,Archived (Completed),Completed,2023,Spring 2023,242
363328,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,1,1,10680,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",2004,"3002, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,"Maternity: M/B, L&D, NICU",Archived (Completed),Completed,2023,Spring 2023,242
363329,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,1,1,10681,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ICU: critical care,Archived (Completed),Completed,2023,Spring 2023,242
363331,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,1,1,10562,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ICU: critical care,Archived (Completed),Completed,2023,Spring 2023,242
363333,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,1,1,10682,2023-01-09,2023-03-01,00:00:00,23:59:00,132,,2005,3003,Practicum,NRSG 648 MN - Transitions to Nursing Practice,OR,Archived (Completed),Completed,2023,Spring 2023,242
363338,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,1,1,10683,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,2SW,Archived (Completed),Completed,2023,Spring 2023,242
363341,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,1,1,10684,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",2005,"ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,2SW,Archived (Completed),Completed,2023,Spring 2023,242
363347,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10685,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",2006,"3004, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,9T: Bone Marrow Transplant,Archived (Completed),Completed,2023,Spring 2023,242
363350,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10686,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",2006,3003,Practicum,NRSG 648 MN - Transitions to Nursing Practice,3G/4G CCU,Archived (Completed),Completed,2023,Spring 2023,242
363351,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10687,2023-01-09,2023-03-01,00:00:00,23:59:00,72,"Mon, Tue, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ED: Emergency,Archived (Completed),Completed,2023,Spring 2023,242
363352,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10688,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",2006,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,-no preference-,Archived (Completed),Completed,2023,Spring 2023,242
363354,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10689,2023-01-09,2023-03-01,00:00:00,23:59:00,132,,2006,"ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,2D ICU: Neuro,Archived (Completed),Completed,2023,Spring 2023,242
363355,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10690,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",2006,"ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,5T North:  MICU,Archived (Completed),Completed,2023,Spring 2023,242
363358,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10691,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",2007,"3005, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,42/54: Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,242
363360,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10692,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",2004,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,42/54: Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,242
363364,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10693,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",2008,"3006, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,11: CV Surgery SD,Archived (Completed),Completed,2023,Spring 2023,242
363365,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10694,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",2008,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,21: ICU,Archived (Completed),Completed,2023,Spring 2023,242
363367,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10695,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,31: ICU,Archived (Completed),Completed,2023,Spring 2023,242
363369,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10696,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",2008,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,31: ICU,Archived (Completed),Completed,2023,Spring 2023,242
363373,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,10697,2023-01-09,2023-03-01,00:00:00,23:59:00,132,,2004,3003,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,242
363375,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,10698,2023-01-09,2023-03-01,00:00:00,23:59:00,132,,2004,3003,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,242
363378,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,10699,2023-01-09,2023-03-01,00:00:00,23:59:00,132,,2004,3003,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,242
363381,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,10700,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Sat, Sun",2009,"3007, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,ICU,Archived (Completed),Completed,2023,Spring 2023,242
363384,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,10701,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",2009,"ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,ICU,Archived (Completed),Completed,2023,Spring 2023,242
363390,Emory University - SON Pre-licensure,Emory Hillandale Hospital,Nursing,Precepted Rotation,1,1,10702,2023-01-09,2023-03-01,00:00:00,23:59:00,132,,2003,3003,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Emergency Dept,Archived (Completed),Completed,2023,Spring 2023,242
363421,Emory University - SON Pre-licensure,Emory University Hospital at Wesley Woods,Nursing,Precepted Rotation,1,1,10703,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",2004,3001,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Inpatient Psych,Archived (Completed),Completed,2023,Spring 2023,256
363422,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,1,1,10704,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ED: emergency,Archived (Completed),Completed,2023,Spring 2023,256
363424,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,1,1,10705,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ED: emergency,Archived (Completed),Completed,2023,Spring 2023,242
363425,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,1,1,10706,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ICU: critical care,Archived (Completed),Completed,2023,Spring 2023,256
363426,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,1,1,10707,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ICU: critical care,Archived (Completed),Completed,2023,Spring 2023,256
363427,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,1,1,10708,2023-03-13,2023-05-03,00:00:00,23:59:00,132,,2003,3009,Practicum,NRSG 648 MN - Transitions to Nursing Practice,OR,Archived (Completed),Completed,2023,Spring 2023,256
363429,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,1,1,10709,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",2005,3016,Practicum,NRSG 648 MN - Transitions to Nursing Practice,2SW,Archived (Completed),Completed,2023,Spring 2023,256
363430,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,1,1,10710,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",2005,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,2SW,Archived (Completed),Completed,2023,Spring 2023,256
363431,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10711,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",2010,3008,Practicum,NRSG 648 MN - Transitions to Nursing Practice,9T: Bone Marrow Transplant,Archived (Completed),Completed,2023,Spring 2023,256
363432,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10712,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",2011,3009,Practicum,NRSG 648 MN - Transitions to Nursing Practice,3G/4G CCU,Archived (Completed),Completed,2023,Spring 2023,256
363435,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,-no preference-,Archived (Completed),Completed,2023,Spring 2023,256
363439,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10713,2023-03-13,2023-05-03,00:00:00,23:59:00,132,,2010,3009,Practicum,NRSG 648 MN - Transitions to Nursing Practice,2D ICU: Neuro,Archived (Completed),Completed,2023,Spring 2023,256
363441,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10714,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",2010,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,5T North:  MICU,Archived (Completed),Completed,2023,Spring 2023,256
363442,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10715,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",2004,"ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,42/54: Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,242
363444,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10716,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",2009,"ID Missing, ID Missing, ID Missing, ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,42/54: Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,256
363447,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10717,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",2008,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,11: CV Surgery SD,Archived (Completed),Completed,2023,Spring 2023,256
363451,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10718,2023-01-09,2023-03-01,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,21: ICU,Archived (Completed),Completed,2023,Spring 2023,242
363455,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,0,1,No Students Assigned,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Mon, Tue, Wed, Sat, Sun",2008,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,31: ICU,Archived (Completed),Completed,2023,Spring 2023,256
363456,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,0,1,No Students Assigned,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Mon, Tue, Fri, Sat, Sun",2008,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,31: ICU,Archived (Completed),Completed,2023,Spring 2023,256
363458,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,10719,2023-01-09,2023-03-01,00:00:00,23:59:00,132,,2004,3003,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,242
363461,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,10720,2023-03-13,2023-05-03,00:00:00,23:59:00,132,,2004,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Mother/Baby,Archived (Completed),Completed,2023,Spring 2023,256
363466,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,10721,2023-03-13,2023-05-03,00:00:00,23:59:00,132,"Sat, Sun",2011,3009,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ICU - 2500,Archived (Completed),Completed,2023,Spring 2023,256
