Rotation ID,Schools,Sites,Program,Experience,Student Count,Student Slots,Students,Start Date,End Date,Shift Start,Shift End,Total Hours per Person,Days of the Week,Faculty Name,Preceptor Name,Rotation Type,Course,Unit,Status
385823,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10042,5/8/23,6/30/23,0:00,23:59,96,"Mon, Thu, Fri",ID Missing,No Preceptor Assigned,Practicum,NR 446 - Senior Practicum - Collaborative Healthcare,71 ICU: Med/Pulmonary,Archived (Completed)
385824,Chamberlain College of Nursing - Georgia,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10042,7/10/23,8/2/23,0:00,23:59,48,"Mon, Thu, Fri",ID Missing,No Preceptor Assigned,Practicum,NR 452 - Senior Practicum - Capstone Course,71 ICU: Med/Pulmonary,Archived (Completed)
385833,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,11170,5/8/23,6/30/23,0:00,23:59,96,"Mon, Thu, Fri",ID Missing,No Preceptor Assigned,Practicum,NR 446 - Senior Practicum - Collaborative Healthcare,ICU - 2500,Archived (Completed)
385834,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,11170,7/10/23,8/2/23,0:00,23:59,48,"Mon, Thu, Fri",ID Missing,No Preceptor Assigned,Practicum,NR 452 - Senior Practicum - Capstone Course,ICU - 2500,Archived (Completed)
385841,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,11171,5/8/23,6/30/23,0:00,23:59,96,Mon,ID Missing,No Preceptor Assigned,Practicum,NR 446 - Senior Practicum - Collaborative Healthcare,Stroke Telemetry - 4400,Archived (Completed)
385842,Chamberlain College of Nursing - Georgia,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,11171,7/10/23,8/2/23,0:00,23:59,48,"Mon, Thu, Fri",ID Missing,No Preceptor Assigned,Practicum,NR 452 - Senior Practicum - Capstone Course,Stroke Telemetry - 4400,Archived (Completed)
386557,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,5,6,"10406, 10378, 10409, 10411, 10419",5/18/23,8/3/23,7:00,19:00,60,Thu,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 - Adult and Geriatric Practicum,General Medical - 4500,Archived (Completed)
387234,Kennesaw State University - Nursing,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,8,8,"11172, 11173, 11174, 11175, 11176, 11177, 11178, 11179",10/4/23,11/19/23,6:30,13:00,46,Fri,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,3209 - Holistic Nursing,4S,Archived (Completed)
387269,Kennesaw State University - Nursing,Emory Saint Joseph's Hospital,Nursing,Cohort Rotation,7,8,"11180, 11181, 11182, 11183, 11184, 11185, 11186",9/5/23,12/3/23,6:30,15:00,96,Thu,ID Missing,No Preceptor Assigned,MedSurg - Acute Care,3313 - Adult Health,4S ortho,Archived (Completed)
387541,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,4,6,"11187, 10461, 11188, 10449",5/18/23,8/3/23,7:00,19:00,60,Thu,"ID Missing, ID Missing, ID Missing",No Preceptor Assigned,Other (see comments),NRSG 391 - Adult and Geriatric Practicum,9T: Bone Marrow Transplant,Archived (Completed)
387543,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Cohort Rotation,5,6,"10356, 10354, 10410, 10369, 10355",5/13/23,8/5/23,7:00,19:00,60,Sat,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 - Adult and Geriatric Practicum,Stroke Telemetry - 4400,Archived (Completed)
387545,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Cohort Rotation,6,6,"10382, 10384, 10374, 10418, 10388, 10407",5/13/23,8/5/23,7:00,19:00,60,Sat,ID Missing,No Preceptor Assigned,Other (see comments),NRSG 391 - Adult and Geriatric Practicum,9T: Bone Marrow Transplant,Archived (Completed)
388224,Kennesaw State University - Nursing,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,1,1,11189,9/18/23,12/9/23,0:00,23:59,144,,ID Missing,No Preceptor Assigned,Practicum,4419 - Nursing Leadership Practicum,5E internal medicine,Archived (Completed)
388225,Kennesaw State University - Nursing,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,9/5/23,12/9/23,0:00,23:59,144,,ID Missing,No Preceptor Assigned,Practicum,4419 - Nursing Leadership Practicum,2E,Archived (Denied)
388226,Kennesaw State University - Nursing,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,9/5/23,12/9/23,0:00,23:59,144,,ID Missing,No Preceptor Assigned,Practicum,4419 - Nursing Leadership Practicum,2S,Archived (Denied)
388227,Kennesaw State University - Nursing,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,9/5/23,12/9/23,0:00,23:59,144,,ID Missing,No Preceptor Assigned,Practicum,4419 - Nursing Leadership Practicum,4S,Archived (Denied)
388228,Kennesaw State University - Nursing,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,9/5/23,12/9/23,0:00,23:59,144,,ID Missing,No Preceptor Assigned,Practicum,4419 - Nursing Leadership Practicum,4W,Archived (Denied)
388229,Kennesaw State University - Nursing,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,9/5/23,12/9/23,0:00,23:59,144,,ID Missing,No Preceptor Assigned,Practicum,4419 - Nursing Leadership Practicum,3E,Archived (Denied)
388230,Kennesaw State University - Nursing,Emory Decatur Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,9/5/23,12/9/23,0:00,23:59,144,,ID Missing,No Preceptor Assigned,Practicum,4419 - Nursing Leadership Practicum,ICU,Archived (Denied)
388231,Kennesaw State University - Nursing,Emory Decatur Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,9/5/23,12/9/23,0:00,23:59,144,,ID Missing,No Preceptor Assigned,Practicum,4419 - Nursing Leadership Practicum,L&D,Archived (Denied)
388232,Kennesaw State University - Nursing,Emory Decatur Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,9/5/23,12/9/23,0:00,23:59,144,,ID Missing,No Preceptor Assigned,Practicum,4419 - Nursing Leadership Practicum,Mother/Baby,Archived (Denied)
388233,Kennesaw State University - Nursing,Emory Decatur Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,9/5/23,12/9/23,0:00,23:59,144,,ID Missing,No Preceptor Assigned,Practicum,4419 - Nursing Leadership Practicum,General Medical,Archived (Denied)
388234,Kennesaw State University - Nursing,Emory Decatur Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,9/5/23,12/9/23,0:00,23:59,144,,ID Missing,No Preceptor Assigned,Practicum,4419 - Nursing Leadership Practicum,Ortho/Spine,Archived (Denied)
388235,Kennesaw State University - Nursing,Emory Decatur Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,9/5/23,12/9/23,0:00,23:59,144,,ID Missing,No Preceptor Assigned,Practicum,4419 - Nursing Leadership Practicum,Cardiac Telemetry,Archived (Denied)
388660,Georgia Gwinnett College,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,10/17/23,11/14/23,7:00,15:00,32,Tue,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NURS 4020 - Wellness & Illness III,Behavioral Health,Archived (Denied)
388661,Georgia Gwinnett College,Emory Decatur Hospital,Nursing,Cohort Rotation,0,6,No Students Assigned,10/30/23,11/27/23,7:00,15:00,32,Mon,ID Missing,No Preceptor Assigned,Psychiatry; Mental Health; Behavioral Medicine,NURS 4020 - Wellness & Illness III,Behavioral Health,Archived (Withdrawn)
389371,Emory University - SON Pre-licensure,Emory University Hospital at Wesley Woods,Nursing,Precepted Rotation,1,1,10761,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2009,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Inpatient Psych,Archived (Completed)
389373,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,1,1,10636,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2008,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ED: emergency,Archived (Completed)
389374,Emory University - SON,Emory Johns Creek Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ED: emergency,Archived (Withdrawn)
389375,Emory University - SON,Emory Johns Creek Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,5/12/23,6/21/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,"Maternity: M/B, L&D, NICU",Archived (Withdrawn)
389377,Emory University - SON,Emory Johns Creek Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,5/12/23,6/21/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,"Maternity: M/B, L&D, NICU",Archived (Withdrawn)
389378,Emory University - SON,Emory Johns Creek Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ICU: critical care,Archived (Withdrawn)
389380,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,1,1,10558,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2018,3016,Practicum,NRSG 648 MN - Transitions to Nursing Practice,2SW,Archived (Completed)
389381,Emory University - SON,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,5/12/23,6/21/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,2SW,Archived (Withdrawn)
389382,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10570,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2009,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,3G: Neurosciences,Archived (Completed)
389383,Emory University - SON,Emory University Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,5/12/23,6/21/23,0:00,23:59,132,"Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,3G: Neurosciences,Archived (Withdrawn)
389384,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,11190,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2019,"3017, ID Missing, ID Missing, ID Missing, ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,ED: Emergency,Archived (Completed)
389385,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10762,5/12/23,6/21/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",2019,"ID Missing, ID Missing, ID Missing, ID Missing, ID Missing, ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,ED: Emergency,Archived (Completed)
389386,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10663,5/12/23,6/21/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",2020,"3018, ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,5E: CVICU,Archived (Completed)
389387,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,11191,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2019,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,5T North:  MICU,Archived (Completed)
389389,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10727,5/12/23,6/21/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",2019,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,5T North:  MICU,Archived (Completed)
389390,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,11192,5/12/23,6/21/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",2019,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,5T South:  SICU,Archived (Completed)
389391,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10759,5/12/23,6/21/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",2019,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,5T South:  SICU,Archived (Completed)
389392,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,-no preference-,Archived (Completed)
389394,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10628,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2012,"ID Missing, ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,Nurseries (DEU): NICU,Archived (Completed)
389396,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10668,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2012,"ID Missing, ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,Nurseries (DEU): NICU,Archived (Completed)
389397,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10729,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2020,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,-no preference-,Archived (Completed)
389398,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10646,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2020,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,-no preference-,Archived (Completed)
389399,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10652,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2020,"ID Missing, ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,41 ICU: Med Cardiology,Archived (Completed)
389400,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10802,5/12/23,6/21/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",2020,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,31: ICU,Archived (Completed)
389401,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10670,5/12/23,6/21/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",2020,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,-no preference-,Archived (Completed)
389402,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10667,5/12/23,6/21/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",2020,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,-no preference-,Archived (Completed)
389403,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,10547,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2018,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Emergency Dept- North Decatur,Archived (Completed)
389404,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,10660,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2018,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Emergency Dept- North Decatur,Archived (Completed)
389405,Emory University - SON,Emory Decatur Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,PACU,Archived (Withdrawn)
389406,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,10631,5/12/23,6/21/23,0:00,23:59,132,"Fri, Sat, Sun",2009,"ID Missing, ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,Mother/Baby,Archived (Completed)
389407,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,11193,5/12/23,6/21/23,0:00,23:59,132,"Fri, Sat, Sun",2009,"ID Missing, ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,Mother/Baby,Archived (Completed)
389408,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,11194,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2021,3019,Practicum,NRSG 648 MN - Transitions to Nursing Practice,NICU,Archived (Completed)
389409,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,10648,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2021,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,NICU,Archived (Completed)
389411,Emory University - SON,Emory Decatur Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ICU,Archived (Withdrawn)
389412,Emory University - SON,Emory Decatur Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ICU,Archived (Withdrawn)
389413,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,11195,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2009,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Behavioral Health (acute) - 1800,Archived (Completed)
389414,Emory University - SON,Emory Hillandale Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Emergency Dept,Archived (Withdrawn)
389415,Emory University - SON,Emory Hillandale Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Emergency Dept,Archived (Withdrawn)
389457,Emory University - SON Pre-licensure,Emory University Hospital at Wesley Woods,Nursing,Precepted Rotation,1,1,10563,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2008,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Inpatient Psych,Archived (Completed)
389459,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,1,1,10661,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2019,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ED: emergency,Archived (Completed)
389461,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,1,1,10427,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2019,"ID Missing, ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,ED: emergency,Archived (Completed)
389466,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,1,1,10664,6/26/23,7/31/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",2019,"ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,"Maternity: M/B, L&D, NICU",Archived (Completed)
389467,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,6/26/23,7/31/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,"Maternity: M/B, L&D, NICU",Archived (Completed)
389470,Emory University - SON Pre-licensure,Emory Johns Creek Hospital,Nursing,Precepted Rotation,1,1,10542,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2019,"ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,ICU: critical care,Archived (Completed)
389486,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,1,1,11196,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,2SW,Archived (Completed)
389489,Emory University - SON Pre-licensure,Emory Saint Joseph's Hospital,Nursing,Precepted Rotation,1,1,10629,6/26/23,7/31/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,2SW,Archived (Completed)
389493,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,11140,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2019,"ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,ED: Emergency,Archived (Completed)
389494,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,6/26/23,7/31/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ED: Emergency,Archived (Completed)
389496,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,11197,6/26/23,7/31/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",2019,"ID Missing, ID Missing, 3018",Practicum,NRSG 648 MN - Transitions to Nursing Practice,5E: CVICU,Archived (Completed)
389497,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,11198,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2019,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,5T North:  MICU,Archived (Completed)
389498,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,0,1,No Students Assigned,6/26/23,7/31/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,5T North:  MICU,Archived (Completed)
389499,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,11199,6/26/23,7/31/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",2009,"ID Missing, ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,5T South:  SICU,Archived (Completed)
389500,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10641,6/26/23,7/31/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",2008,"ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,5T South:  SICU,Archived (Completed)
389501,Emory University - SON Pre-licensure,Emory University Hospital,Nursing,Precepted Rotation,1,1,10657,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2008,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,-no preference-,Archived (Completed)
389508,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10757,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Nurseries (DEU): NICU,Archived (Completed)
389509,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,0,1,No Students Assigned,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Nurseries (DEU): NICU,Archived (Completed)
389510,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,0,1,No Students Assigned,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,-no preference-,Archived (Completed)
389512,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,0,1,No Students Assigned,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,-no preference-,Archived (Completed)
389513,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,0,1,No Students Assigned,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,41 ICU: Med Cardiology,Archived (Completed)
389516,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,0,1,No Students Assigned,6/26/23,7/31/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,31: ICU,Archived (Completed)
389517,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10758,6/26/23,7/31/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",2018,"ID Missing, ID Missing",Practicum,NRSG 648 MN - Transitions to Nursing Practice,-no preference-,Archived (Completed)
389519,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,0,1,No Students Assigned,6/26/23,7/31/23,0:00,23:59,132,"Wed, Thu, Fri, Sat, Sun",ID Missing,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,-no preference-,Archived (Completed)
389521,Emory University - SON Pre-licensure,Emory University Hospital Midtown,Nursing,Precepted Rotation,1,1,10647,5/12/23,6/21/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2021,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,ED: Emergency,Archived (Completed)
389523,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,10760,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2018,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Emergency Dept- North Decatur,Archived (Completed)
389525,Emory University - SON Pre-licensure,Emory Decatur Hospital,Nursing,Precepted Rotation,1,1,10573,6/26/23,7/31/23,0:00,23:59,132,"Mon, Thu, Fri, Sat, Sun",2018,ID Missing,Practicum,NRSG 648 MN - Transitions to Nursing Practice,Emergency Dept- North Decatur,Archived (Completed)
